"UNIQUE_ID","PRODUCT_NAME","COMPANY","PRODUCT_TYPE","PRODUCT_CATEGORY","COST_PRICE","SELLING_PRICE","QUANTITY_DEMANDED","PROFIT","PROFIT_PERCENT","NET_PROFIT"
"362","GSK362","B red nailpolish","B","beauty products","nailpolish",407.62,489.144,112,81.524,20,9130.688
"363","GSK363","Z Organic Chakki atta 1kg","Z","Organic food","grains",48.72,84,80,35.28,72.4137931034483,2822.4
"364","GSK364","S Channa Dal, 1kg","S","foodgrains&spices","pulses(dal)",162,180,456,18,11.1111111111111,8208
"365","GSK365","S Bajra, 1kg","S","foodgrains&spices","cereals",54,60,552,6,11.1111111111111,3312
"366","GSK366","S Foundation","S","beauty products","bodycare",494.5,593.4,111,98.9,20,10977.9
"367","GSK367","B pink lipstick","B","beauty products","lipstick",576.2,691.44,10,115.24,20,1152.4
"368","GSK368","B deodorant","B","beauty products","bodycare",289.82,347.784,292,57.964,20,16925.488
"369","GSK369","G Organic Kalonji,100 g","G","Organic food","Whole Spices",56.84,98,52,41.16,72.4137931034483,2140.32
"370","GSK370","S Fennel,100 g","S","foodgrains&spices","Whole Spices",26.4,40,560,13.6,51.5151515151515,7616
"371","GSK371","Z Organic Hazel Nuts,100g","Z","Packed Food","Dry Fruits",237,272.55,356,35.55,15,12655.8
"372","GSK372","S hand sanitizer,350 ml","S","hygiene","sanitizer",257.3,415,797,157.7,61.2903225806452,125686.9
"373","GSK373","J Organic Dates,100g","J","Packed Food","Dry Fruits",130,149.5,496,19.5,15,9672
"374","GSK374","S Baby Pink Shampoo, 1LBottle","S","beauty products","haircare",338.96,406.752,133,67.792,20,9016.336
"375","GSK375","B, 500 ml","B","beauty products","haircare",345.8,414.96,133,69.16,20,9198.28
"376","GSK376","J Organic Almonds,100g","J","Packed Food","Dry Fruits",100,115,520,15,15,7800
"377","GSK377","S Cloves, 100 g","S","foodgrains&spices","Whole Spices",66,100,500,34,51.5151515151515,17000
"378","GSK378","S disinfectant liquid, 1L","S","hygiene","disinfectant",323,425,154,102,31.5789473684211,15708
"379","GSK379","A Foundation","A","beauty products","bodycare",516.26,619.512,119,103.252,20,12286.988
"380","GSK380","S deodorant","S","beauty products","bodycare",258,309.6,220,51.6,20,11352
"381","GSK381","S Tamarind, 100 g","S","foodgrains&spices","Whole Spices",26.4,40,560,13.6,51.5151515151515,7616
"382","GSK382","I Organic Cashew Nuts,100g","I","Packed Food","Dry Fruits",185,212.75,452,27.75,15,12543
"383","GSK383","Z Organic Figs,100g","Z","Packed Food","Dry Fruits",227,261.05,418,34.05,15,14232.9
"384","GSK384","J orange flavour Cornflakes, 1kg","J","Packed Food","Dry Fruits",520,598,184,78,15,14352
"385","GSK385","S Kalonji,100 g","S","foodgrains&spices","Whole Spices",33,50,550,17,51.5151515151515,9350
"386","GSK386","I Organic Ginger Candies,100g","I","Organic food","Dry Fruits",272.02,469,22,196.98,72.4137931034483,4333.56
"387","GSK387","D Dishwasher Gel 2L","D","household","dishwasher",399,525,153,126,31.5789473684211,19278
"388","GSK388","I Raisins,100g","I","Packed Food","Dry Fruits",43,49.45,566,6.45,15,3650.7
"389","GSK389","J Organic Ginger Candies,100g","J","Organic food","Dry Fruits",267.96,462,50,194.04,72.4137931034483,9702
"390","GSK390","S sanitary napkins","S","beauty products","bodycare",86,103.2,120,17.2,20,2064
"391","GSK391","A Soap","A","beauty products","bodycare",68.4,82.08,410,13.68,20,5608.8
"392","GSK392","S sugar,1kg","S","foodgrains&spices","sugar&salt",79.2,83.16,299,3.95999999999999,4.99999999999999,1184.04
"393","GSK393","I Dried Cranberries,100g","I","Packed Food","Dry Fruits",123,141.45,502,18.45,15,9261.89999999999
"394","GSK394","I strawberry flavour Cornflakes, 1kg","I","Packed Food","Dry Fruits",565,649.75,148,84.75,15,12543
"395","GSK395","S Washing Powder 4kg","S","household","detergent",598.88,788,80,189.12,31.5789473684211,15129.6
"396","GSK396","T Toor Dal, 1kg","T","foodgrains&spices","pulses(dal)",153,170,464,17,11.1111111111111,7888
"397","GSK397","C Bodywash","C","beauty products","bodycare",329.08,394.896,145,65.816,20,9543.32000000001
"398","GSK398","G Masoor Dal, 1kG","G","foodgrains&spices","pulses(dal)",112.5,125,500,12.5,11.1111111111111,6250
"399","GSK399","T Cloves, 100 g","T","foodgrains&spices","Whole Spices",69.3,105,495,35.7,51.5151515151515,17671.5
"400","GSK400","S facewash","S","beauty products","bodycare",227.24,272.688,301,45.448,20,13679.848
"401","GSK401","S Cheese  Chiplets, 200 g (8 Cubes)","S","dairy products","cheese",180,200,440,20,11.1111111111111,8800
"402","GSK402","J strawberry flavour Oats, 1kg","J","Packed Food","Dry Fruits",360,414,312,54,15,16848
"403","GSK403","G Organic Moon Dal, 1kg","G","Organic food","pulses(dal)",64.96,112,22,47.04,72.4137931034483,1034.88
"404","GSK404","G Toor Dal, 1kG","G","foodgrains&spices","pulses(dal)",166.5,185,452,18.5,11.1111111111111,8362
"405","GSK405","T Cumin, 100 g","T","foodgrains&spices","Whole Spices",36.3,55,545,18.7,51.5151515151515,10191.5
"406","GSK406","A Bodywash","A","beauty products","bodycare",174.8,209.76,350,34.96,20,12236
"407","GSK407","G baby corn, 100g","G","foodgrains&spices","grains",45,55,250,10,22.2222222222222,2500
"408","GSK408","Z Organic Dried Cranberries,100g","Z","Organic food","Dry Fruits",289.88,499.8,70,209.92,72.41617220919,14694.4
"409","GSK409","S baby diapers","S","baby product","babycare",480,600,250,120,25,30000
"410","GSK410","G CheesG  Slices, 100 g Souch","G","dairy products","cheese",91,111,521,20,21.978021978022,10420
"411","GSK411","G MoonG Dal, 1kG","G","foodgrains&spices","pulses(dal)",72,80,536,8,11.1111111111111,4288
"412","GSK412","S pink lipstick","S","beauty products","lipstick",516,619.2,30,103.2,20,3096
"413","GSK413","S Soyabean 1kg","S","foodgrains&spices","cereals",216,240,408,24,11.1111111111111,9792
"414","GSK414","D handwash, 750 ml","D","hygiene","handwash",193.8,255,555,61.2,31.578947368421,33966
"415","GSK415","G Organic Chakki atta 1kg","G","Organic food","grains",48.72,84,60,35.28,72.4137931034483,2116.8
"416","GSK416","Z Organic Peanut , 1 kg","Z","Organic food","cereals",324.8,560,42,235.2,72.4137931034483,9878.4
"417","GSK417","Z Organic Bajra, 1kg","Z","Organic food","cereals",81.2,140,25,58.8,72.4137931034483,1470
"418","GSK418","S salt,1kg","S","foodgrains&spices","sugar&salt",19.8,20.79,370,0.989999999999998,4.99999999999999,366.299999999999
"419","GSK419","H hand sanitizer,350 ml","H","hygiene","sanitizer",151.9,245,977,93.1,61.2903225806452,90958.7
"420","GSK420","G Dairy Whitener , 1 kg Souch","G","dairy products","milk",541,611,121,70,12.9390018484288,8470
"421","GSK421","S Bodywash","S","beauty products","bodycare",303.24,363.888,201,60.648,20,12190.248
"422","GSK422","E pet food","E","pet food","pet food",450,500,200,50,11.1111111111111,10000
"423","GSK423","Z Organic Apricots,100g","Z","Packed Food","Dry Fruits",127,146.05,498,19.05,15,9486.90000000001
"424","GSK424","J Organic Almonds,100g","J","Organic food","Dry Fruits",243.6,420,86,176.4,72.4137931034483,15170.4
"425","GSK425","G Flour 1kG","G","foodgrains&spices","Flour",54,60,552,6,11.1111111111111,3312
"426","GSK426","T Barley 1kg","T","foodgrains&spices","grains",90,100,520,10,11.1111111111111,5200
"427","GSK427","A facewash","A","beauty products","bodycare",239.4,287.28,253,47.88,20,12113.64
"428","GSK428","B soft drink  coke, 1L","B","beverage","soft drinks",117.8,155,222,37.2,31.5789473684211,8258.4
"429","GSK429","G orange flavour Oats, 1kg","G","Packed Food","Dry Fruits",323,371.45,342,48.45,15,16569.9
"430","GSK430","J strawberry flavour Cornflakes, 1kg","J","Packed Food","Dry Fruits",560,644,348,84,15,29232
"431","GSK431","G Organic jowar, 1kg","G","Organic food","cereals",64.96,112,50,47.04,72.4137931034483,2352
"432","GSK432","A brown lipstick","A","beauty products","lipstick",537.5,645,101,107.5,20,10857.5
"433","GSK433","S Lip balm","S","beauty products","bodycare",247.25,296.7,221,49.45,20,10928.45
"434","GSK434","G Turmeric, 100 g","G","foodgrains&spices","Powdered Spices",25.74,39,561,13.26,51.5151515151515,7438.86
"435","GSK435","Z Organic Barley 1kg","Z","Organic food","grains",113.68,196,40,82.32,72.4137931034483,3292.8
"436","GSK436","I Organic Almonds,100g","I","Organic food","Dry Fruits",288.26,497,52,208.74,72.4137931034483,10854.48
"437","GSK437","A Lip balm","A","beauty products","bodycare",249.23,299.076,220,49.846,20,10966.12
"438","GSK438","A brown nailpolish","A","beauty products","nailpolish",404.9,485.88,111,80.98,20,8988.78
"439","GSK439","A red nailpolish","A","beauty products","nailpolish",404.9,485.88,111,80.98,20,8988.78
"440","GSK440","A handwash, 750 ml","A","hygiene","handwash",190,250,550,60,31.5789473684211,33000
"441","GSK441","Z Cashew Nuts,100g","Z","Packed Food","Dry Fruits",155,178.25,476,23.25,15,11067
"442","GSK442","D hand sanitizer,350 ml","D","hygiene","sanitizer",186,300,900,114,61.2903225806452,102600
"443","GSK443","G Organic Cumin, 100 g","G","Organic food","Whole Spices",56.84,98,26,41.16,72.4137931034483,1070.16
"444","GSK444","Z Organic Rice,1kg","Z","Organic food","rice",64.96,112,45,47.04,72.4137931034483,2116.8
"445","GSK445","B AloeverB Gel","B","beauty products","bodycare",450,540,101,90,20,9090
"446","GSK446","M disinfectant spray,250 ml","M","hygiene","disinfectant",172.52,227,452,54.48,31.578947368421,24624.96
"447","GSK447","Z Organic Dates,100g","Z","Packed Food","Dry Fruits",137,157.55,490,20.55,15,10069.5
"448","GSK448","S Flour 1kg","S","foodgrains&spices","Flour",45,50,560,5,11.1111111111111,2800
"449","GSK449","C Smooth & Silky, 650 ml","C","beauty products","haircare",405.08,486.096,145,81.016,20,11747.32
"450","GSK450","A Kajal","A","beauty products","eye-makeup",193.5,232.2,300,38.7,20,11610
"451","GSK451","B Body Lotion","B","beauty products","bodycare",289.82,347.784,292,57.964,20,16925.488
"452","GSK452","B mosquitto spray","B","household","repellents",180.12,237,342,56.88,31.5789473684211,19452.96
"453","GSK453","S Cumin, 100 g","S","foodgrains&spices","Whole Spices",33,50,550,17,51.5151515151515,9350
"454","GSK454","J Hazel Nuts,100g","J","Packed Food","Dry Fruits",200,230,440,30,15,13200
"455","GSK455","G Organic Bajra, 1kg","G","Organic food","cereals",73.08,126,62,52.92,72.4137931034483,3281.04
"456","GSK456","S brown nailpolish","S","beauty products","nailpolish",401.6,481.92,110,80.32,20,8835.2
"457","GSK457","A Hair gel","A","beauty products","haircare",247.25,296.7,221,49.45,20,10928.45
"458","GSK458","A Hair Fall Defense Shampoo, 580 ml Bottle","A","beauty products","haircare",380,456,100,76,20,7600
"459","GSK459","C Masks","C","hygiene","mask",240,300,580,60,25,34800
"460","GSK460","G Red chilly powder, 100 g","G","foodgrains&spices","Powdered Spices",38.94,59,340,20.06,51.5151515151515,6820.4
"461","GSK461","S Barley 1kg","S","foodgrains&spices","grains",90,100,540,10,11.1111111111111,5400
"462","GSK462","S Cardamom, 100 g","S","foodgrains&spices","Whole Spices",198,300,300,102,51.5151515151515,30600
"463","GSK463","M sanitizer, 500 ml","M","hygiene","sanitizer",372,600,600,228,61.2903225806452,136800
"464","GSK464","J Figs,100g","J","Packed Food","Dry Fruits",180,207,456,27,15,12312
"465","GSK465","A soft drink orange flavour, 1L","A","beverage","soft drinks",72.2,95,302,22.8,31.578947368421,6885.6
"466","GSK466","B Body Creme","B","beauty products","bodycare",289.82,347.784,292,57.964,20,16925.488
"467","GSK467","B green nailpolish","B","beauty products","nailpolish",407.62,489.144,112,81.524,20,9130.688
"468","GSK468","B hand sanitizer,350 ml","B","hygiene","sanitizer",207.7,335,887,127.3,61.2903225806452,112915.1
"469","GSK469","B room freshner","B","household","freshners",269.8,355,233,85.2,31.578947368421,19851.6
"470","GSK470","Z Organic Turmeric, 100 g","Z","Organic food","Powdered Spices",48.72,84,22,35.28,72.4137931034483,776.16
"471","GSK471","I Almonds,100g","I","Packed Food","Dry Fruits",73,83.95,542,10.95,15,5934.9
"472","GSK472","D Washing Powder 4kg","D","household","detergent",649.8,855,70,205.2,31.5789473684211,14364
"473","GSK473","B orange nailpolish","B","beauty products","nailpolish",407.62,489.144,112,81.524,20,9130.688
"474","GSK474","D Masala Noodles  Family Sack, 260 g","D","snacks","noodles",63,70,544,7,11.1111111111111,3808
"475","GSK475","S Hot and Sweet Pasta","S","snacks","pasta",270,300,360,30,11.1111111111111,10800
"476","GSK476","E dark chocolate,100g","E","snacks","chocolate",333,370,304,37,11.1111111111111,11248
"477","GSK477","E White Chocolate,100g","E","snacks","chips",432,480,216,48,11.1111111111111,10368
"478","GSK478","H Hot and Sweet Pasta","H","snacks","pasta",270,300,360,30,11.1111111111111,10800
"479","GSK479","E Hot and Sweet Pasta","E","snacks","pasta",270,300,360,30,11.1111111111111,10800
"480","GSK480","E Salty chips","E","snacks","chips",43.2,48,562,4.8,11.1111111111111,2697.6
"481","GSK481","S toffee","S","snacks","chocolate",270,300,360,30,11.1111111111111,10800
"482","GSK482","E nuggets","E","snacks","nuggets",432,480,216,48,11.1111111111111,10368
"483","GSK483","E White Chocolate,100g","E","snacks","chocolate",360,400,280,40,11.1111111111111,11200
"484","GSK484","E tomato Chips","E","snacks","chips",43.2,48,562,4.8,11.1111111111111,2697.6
"485","GSK485","S tomato Pasta","S","snacks","pasta",180,200,440,20,11.1111111111111,8800
"486","GSK486","S nuggets","S","snacks","nuggets",360,400,280,40,11.1111111111111,11200
"487","GSK487","Z nuggets","Z","snacks","nuggets",360,400,280,40,11.1111111111111,11200
"488","GSK488","G Hot and Sweet Pasta","G","snacks","pasta",180,200,440,20,11.1111111111111,8800
"489","GSK489","Z toffee","Z","snacks","chocolate",18,20,584,2,11.1111111111111,1168
"490","GSK490","S Chilly Chips","S","snacks","chips",36,40,568,4,11.1111111111111,2272
"491","GSK491","E toffee","E","snacks","chocolate",9,10,592,1,11.1111111111111,592
"492","GSK492","Z tomato Chips","Z","snacks","chips",31.5,35,572,3.5,11.1111111111111,2002
"493","GSK493","E Chilly Chips","E","snacks","chips",36,40,568,4,11.1111111111111,2272
"494","GSK494","G White Chocolate,100g","G","snacks","chips",450,500,200,50,11.1111111111111,10000
"495","GSK495","E Hot and Sweet Pasta","E","snacks","pasta",333,370,304,37,11.1111111111111,11248
"496","GSK496","S dark chocolate,100g","S","snacks","chocolate",180,200,440,20,11.1111111111111,8800
"497","GSK497","Z tomato Pasta","Z","snacks","pasta",149.4,166,467,16.6,11.1111111111111,7752.2
"498","GSK498","E dark chocolate,100g","E","snacks","chocolate",270,300,360,30,11.1111111111111,10800
"499","GSK499","E tomato Chips","E","snacks","chips",36,40,568,4,11.1111111111111,2272
"500","GSK500","Z Hot and Sweet Pasta","Z","snacks","pasta",328.5,365,308,36.5,11.1111111111111,11242
"501","GSK501","Z dark chocolate,100g","Z","snacks","chocolate",330.3,367,306,36.7,11.1111111111111,11230.2
"502","GSK502","F Creme Biscuit  Vanilla, Original, 120 g","A","snacks","biscuits",45,50,560,5,11.1111111111111,2800
"503","GSK503","H Chilly Chips","H","snacks","chips",31.5,35,572,3.5,11.1111111111111,2002
"504","GSK504","H toffee","H","snacks","chocolate",9,10,592,1,11.1111111111111,592
"505","GSK505","H Salty chips","H","snacks","chips",31.5,35,572,3.5,11.1111111111111,2002
"506","GSK506","E Salty chips","E","snacks","chips",36,40,568,4,11.1111111111111,2272
"507","GSK507","S WhitS Chocolate,100g","S","snacks","chips",27,30,576,3,11.1111111111111,1728
"508","GSK508","Z White Chocolate,100g","Z","snacks","chips",370.8,412,270,41.2,11.1111111111111,11124
"509","GSK509","G toffee","G","snacks","chocolate",9,10,592,1,11.1111111111111,592
"510","GSK510","G Chilly Chips","G","snacks","chips",45,50,560,5,11.1111111111111,2800
"511","GSK511","G nuggets","G","snacks","nuggets",450,500,200,50,11.1111111111111,10000
"512","GSK512","G Salty chips","G","snacks","chips",45,50,560,5,11.1111111111111,2800
"513","GSK513","H dark chocolate,100g","H","snacks","chocolate",270,300,360,30,11.1111111111111,10800
"514","GSK514","G tomato Pasta","G","snacks","pasta",90,100,520,10,11.1111111111111,5200
"515","GSK515","Z Chilly Chips","Z","snacks","chips",31.5,35,572,3.5,11.1111111111111,2002
"516","GSK516","H White Chocolate,100g","H","snacks","chips",315,350,320,35,11.1111111111111,11200
"517","GSK517","G tomato Chips","G","snacks","chips",45,50,560,5,11.1111111111111,2800
"518","GSK518","H tomato Pasta","H","snacks","pasta",135,150,480,15,11.1111111111111,7200
"519","GSK519","N CuSSa Noodles  Masala, 70 g","N","snacks","noodles",72,80,536,8,11.1111111111111,4288
"520","GSK520","G dark chocolate,100g","G","snacks","chocolate",270,300,360,30,11.1111111111111,10800
"521","GSK521","S Milk Cookies, 500 g (100 g x 5)","S","snacks","biscuits",180,200,440,20,11.1111111111111,8800
"522","GSK522","E nuggets","E","snacks","nuggets",360,400,280,40,11.1111111111111,11200
"523","GSK523","H nuggets","H","snacks","nuggets",315,350,320,35,11.1111111111111,11200
"524","GSK524","H tomato Chips","H","snacks","chips",31.5,35,572,3.5,11.1111111111111,2002
"525","GSK525","B Sweet & Salty Biscuits, 200 g","B","snacks","biscuits",36,40,568,4,11.1111111111111,2272
"526","GSK526","E Chilly Chips","E","snacks","chips",43.2,48,562,4.8,11.1111111111111,2697.6
"527","GSK527","E toffee","E","snacks","chocolate",9,10,592,1,11.1111111111111,592
"528","GSK528","S Salty chips","S","snacks","chips",36,40,568,4,11.1111111111111,2272
"529","GSK529","C Little Hearts Biscuits, 34.5 g","C","snacks","biscuits",45,50,560,5,11.1111111111111,2800
"530","GSK530","S tomato Chips","S","snacks","chips",36,40,568,4,11.1111111111111,2272
"531","GSK531","H CuP Noodles 55 g","H","snacks","noodles",45,50,560,5,11.1111111111111,2800
"532","GSK532","A Veg Hakka Noodles, 150 g Souch","A","snacks","noodles",31.5,35,572,3.5,11.1111111111111,2002
"533","GSK533","E tomato Pasta","E","snacks","pasta",180,200,440,20,11.1111111111111,8800
"534","GSK534","A Gold Biscuits, 250 g","A","snacks","biscuits",81,90,528,9,11.1111111111111,4752
"535","GSK535","E Chocolate Cream Biscuits, 150 g","E","snacks","biscuits",40.5,45,564,4.5,11.1111111111111,2538
"536","GSK536","E tomato Pasta","E","snacks","pasta",180,200,440,20,11.1111111111111,8800
"537","GSK537","Z Salty chips","Z","snacks","chips",31.5,35,572,3.5,11.1111111111111,2002
"538","GSK538","A orange jam,300g","A","Spreads&Sauces","Jam",304,400,200,96,31.5789473684211,19200
"539","GSK539","A mixed fruit  jam,300g","A","Spreads&Sauces","Jam",304,400,200,96,31.5789473684211,19200
"540","GSK540","G garlic sauce,1L","G","Spreads&Sauces","sauce",337.44,444,134,106.56,31.5789473684211,14279.04
"541","GSK541","G vinegar,1L","G","Spreads&Sauces","sauce",337.44,444,134,106.56,31.5789473684211,14279.04
"542","GSK542","G chilly sauce,1L","G","Spreads&Sauces","sauce",337.44,444,123,106.56,31.5789473684211,13106.88
"543","GSK543","G tomato sauce,1L","G","Spreads&Sauces","sauce",320.72,422,155,101.28,31.578947368421,15698.4
"544","GSK544","G tomato sauce,1L","G","Spreads&Sauces","sauce",337.44,444,134,106.56,31.5789473684211,14279.04
"545","GSK545","G chilly tango sauce,1L","G","Spreads&Sauces","sauce",337.44,444,134,106.56,31.5789473684211,14279.04
"546","GSK546","A raspberry jam,300g","A","Spreads&Sauces","Jam",304,400,200,96,31.5789473684211,19200
"547","GSK547","B raspberry jam,300g","B","Spreads&Sauces","Jam",323,425,153,102,31.5789473684211,15606
"548","GSK548","G red masala sauce,1L","G","Spreads&Sauces","sauce",320.72,422,155,101.28,31.578947368421,15698.4
"549","GSK549","B mixed fruit jam,300g","B","Spreads&Sauces","Jam",323,425,153,102,31.5789473684211,15606
"550","GSK550","G tomato sauce,1L","G","Spreads&Sauces","sauce",320.72,422,155,101.28,31.578947368421,15698.4
